transaction_id,transaction_amount,transaction_type,location,time_of_day,account_age_days,num_prev_transactions,is_foreign_transaction,is_high_risk_country,has_chip,is_fraud
TXN108491,14.51,transfer,CA,afternoon,3262,412,0,0,1,0
TXN108492,63.23,in_store,WA,evening,3359,74,0,0,0,0
TXN108493,279.0,online,IL,night,454,439,0,0,1,0
TXN108494,20.56,atm,NY,evening,1581,133,0,0,0,0
TXN108495,381.64,in_store,TX,morning,387,264,1,0,1,1
TXN108496,516.52,atm,IL,night,3476,405,0,1,1,0
TXN108497,81.11,in_store,CA,night,1624,173,0,0,1,0
TXN108498,18.65,online,NY,evening,1062,242,0,0,0,0
TXN108499,38.0,transfer,NV,afternoon,1040,88,0,0,1,0
TXN108500,55.25,in_store,IL,morning,226,249,0,0,0,0
TXN108501,37.01,atm,CA,morning,1170,30,0,0,1,0
TXN108502,32.94,atm,OH,night,1063,276,0,0,1,0
TXN108503,358.38,in_store,FL,morning,891,37,0,0,1,0
TXN108504,16.65,online,TX,night,2596,307,1,0,1,0
TXN108505,132.17,online,MA,night,378,402,0,0,0,0
TXN108506,0.04,transfer,NY,morning,3505,137,1,0,1,0
TXN108507,90.68,transfer,OH,night,1688,429,0,0,0,0
TXN108508,247.63,atm,FL,afternoon,604,484,0,0,0,0
TXN108509,33.96,atm,MA,night,1057,75,0,0,1,0
TXN108510,20.52,transfer,OH,afternoon,1849,338,0,0,1,0
TXN108511,105.46,transfer,IL,afternoon,2405,252,0,0,1,0
TXN108512,124.69,transfer,FL,afternoon,1815,449,0,0,1,0
TXN108513,116.48,in_store,FL,morning,2589,78,0,0,1,0
TXN108514,38.47,transfer,CA,afternoon,960,37,1,0,1,0
TXN108515,29.06,in_store,GA,morning,2207,317,0,1,0,0
TXN108516,312.17,in_store,FL,evening,1977,327,0,0,0,0
TXN108517,256.78,transfer,CA,afternoon,616,429,0,0,0,0
TXN108518,61.12,online,NV,night,513,162,0,0,0,0
TXN108519,187.21,online,OH,evening,387,357,0,0,1,0
TXN108520,60.21,atm,MA,evening,414,426,1,0,1,0
TXN108521,55.23,transfer,TX,afternoon,283,127,0,0,1,0
TXN108522,17.05,atm,MA,morning,864,157,0,0,0,0
TXN108523,55.58,transfer,NY,evening,1220,328,0,0,1,0
TXN108524,77.09,atm,NY,afternoon,1766,318,0,0,1,1
TXN108525,2.28,in_store,FL,evening,1733,413,0,0,1,0
TXN108526,58.72,transfer,FL,evening,825,368,0,0,1,0
TXN108527,152.03,online,FL,afternoon,498,82,0,0,1,0
TXN108528,113.96,transfer,NV,night,1913,412,0,0,1,0
TXN108529,100.83,atm,WA,night,522,449,0,0,0,0
TXN108530,240.3,atm,TX,night,949,475,0,0,1,0
TXN108531,1.82,atm,WA,evening,3439,455,0,0,1,0
TXN108532,81.43,atm,CA,morning,80,216,0,0,1,0
TXN108533,154.81,atm,CA,morning,3157,201,0,1,1,0
TXN108534,77.94,atm,MA,evening,2150,277,0,0,1,0
TXN108535,39.14,online,TX,evening,2677,418,0,1,1,0
TXN108536,14.65,atm,MA,afternoon,81,425,0,0,0,0
TXN108537,218.54,online,TX,morning,2202,151,0,1,0,0
TXN108538,63.63,transfer,CA,evening,291,25,0,0,1,0
TXN108539,210.47,in_store,FL,night,3032,414,0,0,1,0
TXN108540,88.15,online,FL,morning,1938,342,0,0,1,0
TXN108541,112.14,transfer,TX,evening,3649,253,0,0,1,0
TXN108542,163.1,in_store,NV,afternoon,1574,385,1,0,1,0
TXN108543,107.63,online,WA,afternoon,2407,250,0,0,1,0
TXN108544,50.76,online,IL,morning,3424,166,0,0,0,0
TXN108545,72.08,transfer,WA,night,270,352,0,0,1,0
TXN108546,162.48,atm,GA,morning,1338,471,0,0,0,0
TXN108547,46.78,online,IL,evening,1892,139,0,0,1,0
TXN108548,49.12,online,FL,night,1655,228,0,0,1,0
TXN108549,10.06,transfer,MA,evening,3365,72,0,0,1,0
TXN108550,246.02,atm,IL,night,1352,427,0,0,1,0
TXN108551,9.55,in_store,FL,night,1258,298,0,0,1,0
TXN108552,104.47,atm,IL,evening,320,235,0,0,1,0
TXN108553,53.31,atm,FL,morning,2288,194,0,0,0,0
TXN108554,52.02,transfer,GA,afternoon,1419,491,0,0,1,0
TXN108555,113.8,atm,GA,night,1843,470,0,0,1,0
TXN108556,6.95,transfer,NY,night,1517,87,0,0,0,0
TXN108557,90.07,in_store,TX,afternoon,2796,96,0,0,1,0
TXN108558,147.85,online,FL,morning,2399,477,0,0,1,0
TXN108559,176.15,online,CA,afternoon,2435,165,0,0,1,0
TXN108560,18.7,transfer,IL,morning,946,490,0,0,1,0
TXN108561,227.71,transfer,GA,night,2171,449,0,0,0,0
TXN108562,106.75,atm,CA,night,740,295,0,0,1,0
TXN108563,213.58,atm,NV,evening,1916,405,0,0,1,0
TXN108564,66.41,online,MA,morning,2246,202,0,0,0,0
TXN108565,78.1,online,WA,afternoon,1350,446,0,0,1,0
TXN108566,251.38,online,GA,morning,2068,186,0,0,1,1
TXN108567,230.17,transfer,CA,morning,2593,459,0,0,0,0
TXN108568,59.45,in_store,IL,morning,2175,274,0,0,1,0
TXN108569,32.08,in_store,FL,morning,379,19,0,0,0,0
TXN108570,49.95,transfer,GA,afternoon,765,374,0,0,0,0
TXN108571,49.06,atm,NY,evening,2656,72,0,0,1,0
TXN108572,33.81,in_store,TX,night,2918,426,0,0,1,0
TXN108573,31.28,atm,OH,afternoon,430,441,0,0,0,0
TXN108574,197.37,online,GA,afternoon,780,337,0,0,0,0
TXN108575,7.24,online,IL,night,1504,360,0,0,1,0
TXN108576,113.2,atm,FL,evening,1528,494,0,0,0,0
TXN108577,18.97,online,WA,afternoon,850,309,1,0,0,0
TXN108578,42.24,transfer,IL,night,1472,81,0,0,1,0
TXN108579,6.35,atm,TX,evening,3105,295,0,0,1,0
TXN108580,31.47,atm,IL,evening,3425,355,1,0,1,0
TXN108581,146.28,atm,FL,morning,2446,26,0,0,1,0
TXN108582,216.3,in_store,NY,afternoon,1917,140,0,0,0,0
TXN108583,25.04,atm,NY,evening,1448,46,0,0,1,0
TXN108584,62.28,atm,MA,afternoon,2633,455,0,0,1,0
TXN108585,63.55,atm,FL,night,1172,111,0,0,1,1
TXN108586,206.81,in_store,NY,afternoon,1796,234,0,0,0,0
TXN108587,143.88,online,WA,evening,1034,150,0,0,1,0
TXN108588,71.96,in_store,NY,night,995,374,0,0,1,0
TXN108589,111.09,transfer,GA,night,1044,314,0,0,0,0
TXN108590,187.96,atm,NV,morning,1243,332,0,0,1,0
TXN108591,0.96,transfer,TX,night,2048,125,0,0,0,0
TXN108592,51.57,in_store,MA,evening,2066,6,0,0,1,0
TXN108593,237.78,online,IL,morning,1675,49,0,0,1,1
TXN108594,134.83,online,TX,evening,3517,359,0,0,1,0
TXN108595,78.27,atm,IL,evening,843,65,0,0,1,0
TXN108596,75.43,online,OH,morning,1844,386,0,0,0,0
TXN108597,42.74,in_store,MA,morning,2183,361,0,0,0,0
TXN108598,73.51,in_store,MA,afternoon,2242,166,0,0,1,0
TXN108599,106.53,online,NV,evening,667,470,0,0,0,0
TXN108600,54.19,atm,GA,afternoon,3447,251,0,0,0,0
TXN108601,125.23,atm,FL,night,3199,262,0,0,1,0
TXN108602,197.5,in_store,IL,night,1053,195,0,0,1,1
TXN108603,16.8,online,IL,afternoon,1539,182,0,0,0,1
TXN108604,60.07,in_store,OH,morning,2068,263,0,0,1,0
TXN108605,52.43,in_store,CA,night,2408,287,0,1,0,0
TXN108606,116.3,transfer,MA,morning,1423,274,0,0,1,0
TXN108607,28.75,in_store,MA,afternoon,3543,117,0,0,0,0
TXN108608,102.23,atm,NV,morning,1173,395,0,0,1,0
TXN108609,209.96,online,NV,evening,2376,312,0,0,0,0
TXN108610,54.15,online,FL,night,885,393,0,0,1,0
TXN108611,241.93,transfer,IL,morning,1196,461,0,0,1,1
TXN108612,498.55,transfer,MA,morning,2784,346,0,0,1,0
TXN108613,11.22,atm,OH,evening,1695,491,0,0,1,0
TXN108614,26.53,transfer,MA,morning,1954,276,0,1,1,0
TXN108615,300.34,in_store,OH,afternoon,2002,403,0,0,1,0
TXN108616,317.79,in_store,GA,afternoon,1994,376,0,0,1,0
TXN108617,10.28,atm,GA,afternoon,1146,131,0,0,1,0
TXN108618,1.51,online,CA,night,3398,146,0,1,1,0
TXN108619,17.57,atm,NV,morning,476,28,0,0,1,0
TXN108620,552.47,transfer,FL,night,2557,326,1,0,1,0
TXN108621,19.85,online,NY,night,763,319,0,0,0,0
TXN108622,69.83,online,NY,morning,1853,224,0,0,1,0
TXN108623,188.66,online,IL,morning,2951,455,0,0,0,0
TXN108624,2.06,transfer,MA,afternoon,3359,138,0,1,1,0
TXN108625,92.76,in_store,IL,night,551,288,1,0,0,0
TXN108626,32.44,in_store,TX,night,1736,280,0,0,1,0
TXN108627,198.29,transfer,MA,morning,1428,416,0,0,1,1
TXN108628,33.33,transfer,NY,night,3528,483,0,0,0,0
TXN108629,116.08,atm,NY,evening,1154,25,0,0,1,0
TXN108630,112.15,atm,CA,morning,651,291,0,0,1,0
TXN108631,25.04,in_store,NY,afternoon,788,266,0,0,1,0
TXN108632,3.54,transfer,NV,evening,1888,285,0,0,1,0
TXN108633,52.64,atm,FL,evening,2321,312,0,0,1,0
TXN108634,34.14,transfer,MA,afternoon,2100,96,0,0,0,0
TXN108635,165.54,transfer,IL,evening,1407,137,0,0,1,0
TXN108636,161.13,in_store,MA,evening,2543,476,0,0,1,0
TXN108637,61.07,in_store,MA,evening,3326,280,0,0,1,0
TXN108638,93.27,transfer,NY,night,894,95,1,0,0,0
TXN108639,92.7,online,NY,evening,3545,451,1,0,1,0
TXN108640,175.54,online,TX,evening,2030,56,0,0,1,0
TXN108641,55.34,transfer,OH,morning,1827,122,0,0,0,0
TXN108642,32.22,in_store,CA,afternoon,2346,230,0,0,1,0
TXN108643,30.79,online,MA,night,2610,289,0,0,0,1
TXN108644,76.83,in_store,TX,night,2044,85,0,0,1,0
TXN108645,59.63,online,MA,afternoon,2391,460,0,0,1,0
TXN108646,58.0,transfer,NV,night,2197,309,0,0,1,0
TXN108647,9.56,atm,NY,night,3058,50,0,0,1,0
TXN108648,126.8,atm,TX,night,3582,227,0,0,1,0
TXN108649,24.05,in_store,WA,morning,1977,5,0,0,0,1
TXN108650,21.93,in_store,NV,morning,1173,442,0,0,0,0
TXN108651,53.23,online,IL,night,739,309,0,0,0,0
TXN108652,25.85,transfer,TX,afternoon,165,272,0,0,1,0
TXN108653,87.67,online,GA,afternoon,3178,409,0,0,1,0
TXN108654,46.44,transfer,IL,morning,3455,343,0,0,1,0
TXN108655,59.59,transfer,WA,morning,3159,392,0,0,0,0
TXN108656,77.04,in_store,CA,evening,965,1,0,0,0,0
TXN108657,22.76,atm,FL,morning,3187,275,0,0,1,0
TXN108658,16.93,atm,NY,night,30,90,0,0,1,0
TXN108659,212.38,in_store,FL,morning,106,261,0,0,1,0
TXN108660,56.87,atm,NY,evening,990,241,0,0,0,0
TXN108661,53.12,in_store,FL,evening,1575,474,0,0,1,1
TXN108662,3.63,online,CA,afternoon,3545,374,0,0,0,0
TXN108663,68.91,transfer,WA,afternoon,2658,245,0,0,1,0
TXN108664,80.78,atm,WA,night,2068,471,0,0,1,1
TXN108665,81.83,atm,GA,morning,2225,78,0,0,1,0
TXN108666,122.77,online,NV,evening,603,310,0,0,1,0
TXN108667,19.54,online,GA,evening,1578,303,0,0,1,0
TXN108668,29.07,atm,NY,afternoon,215,57,0,0,1,0
TXN108669,166.46,atm,TX,afternoon,1730,224,0,1,0,0
TXN108670,294.07,in_store,WA,morning,551,425,0,0,1,0
TXN108671,14.61,in_store,NY,evening,2239,201,0,0,1,0
TXN108672,68.85,atm,GA,afternoon,3391,404,1,0,0,0
TXN108673,24.1,in_store,WA,morning,1979,5,0,0,1,0
TXN108674,6.2,online,NY,morning,3522,29,0,0,0,0
TXN108675,39.38,transfer,OH,morning,2273,150,1,0,1,0
TXN108676,15.51,in_store,CA,afternoon,63,35,0,0,0,0
TXN108677,123.76,transfer,WA,afternoon,1650,109,0,0,1,0
TXN108678,76.3,in_store,OH,afternoon,1623,120,0,0,1,0
TXN108679,15.53,atm,GA,night,1926,240,0,0,1,0
TXN108680,0.93,in_store,IL,night,2485,258,0,0,1,0
TXN108681,165.11,transfer,NY,night,1830,89,1,0,1,0
TXN108682,19.38,transfer,OH,afternoon,1350,417,0,0,1,0
TXN108683,93.2,atm,CA,afternoon,1973,29,0,0,0,0
TXN108684,41.09,transfer,FL,night,566,465,1,0,1,0
TXN108685,88.06,atm,FL,evening,2113,464,0,0,1,0
TXN108686,37.93,atm,MA,evening,1317,236,0,0,0,0
TXN108687,9.1,transfer,CA,evening,1435,370,0,0,1,0
TXN108688,25.23,online,MA,evening,2191,169,0,0,1,0
TXN108689,20.83,transfer,MA,night,2682,148,0,0,1,0
TXN108690,55.87,transfer,MA,morning,472,373,0,0,0,0
TXN108691,107.38,in_store,TX,morning,1216,87,0,0,1,0
TXN108692,30.63,transfer,WA,evening,67,3,0,0,0,0
TXN108693,1.21,in_store,WA,afternoon,2169,432,0,0,1,0
TXN108694,73.18,in_store,FL,evening,2708,251,0,0,1,0
TXN108695,93.08,transfer,NY,evening,2749,431,0,0,1,0
TXN108696,329.33,atm,NV,morning,2178,472,0,0,1,0
TXN108697,89.03,online,CA,afternoon,536,50,0,0,1,0
TXN108698,63.71,transfer,NV,morning,2256,23,0,0,0,0
TXN108699,85.19,transfer,GA,afternoon,2361,45,0,0,1,0
TXN108700,262.97,atm,NY,night,384,115,0,0,0,0
TXN108701,176.25,in_store,MA,morning,1957,26,0,0,1,0
TXN108702,39.01,atm,OH,night,3398,94,0,0,1,0
TXN108703,27.08,atm,TX,night,1588,366,0,0,1,0
TXN108704,30.47,in_store,OH,evening,2003,434,0,0,0,0
TXN108705,70.2,transfer,OH,afternoon,517,98,0,0,1,0
TXN108706,136.28,atm,NV,morning,1035,115,0,0,1,0
TXN108707,69.96,atm,IL,evening,308,275,0,0,1,0
TXN108708,7.02,transfer,TX,morning,2621,335,1,0,1,0
TXN108709,128.58,transfer,GA,night,679,94,0,0,0,0
TXN108710,163.97,online,TX,morning,3008,198,0,0,0,0
TXN108711,34.18,atm,MA,morning,384,145,0,0,1,0
TXN108712,109.1,online,MA,evening,3420,391,0,0,1,0
TXN108713,55.62,in_store,MA,afternoon,2272,154,0,0,1,0
TXN108714,219.93,transfer,NY,morning,833,269,0,0,1,0
TXN108715,186.58,transfer,IL,night,2170,401,0,0,1,0
TXN108716,74.54,online,NY,night,2510,320,0,0,0,0
TXN108717,117.61,atm,MA,evening,587,414,0,1,1,0
TXN108718,214.86,in_store,GA,night,1080,275,0,0,1,0
TXN108719,68.46,atm,MA,morning,3516,325,0,0,1,0
TXN108720,37.58,atm,NY,afternoon,191,255,0,0,1,0
TXN108721,140.11,online,TX,morning,2178,44,0,0,0,0
TXN108722,24.85,atm,OH,evening,728,0,0,0,1,0
TXN108723,49.19,online,TX,night,2003,146,0,0,0,0
TXN108724,200.79,transfer,MA,morning,3574,294,0,0,1,0
TXN108725,128.89,transfer,FL,morning,2235,374,0,0,1,0
TXN108726,51.72,transfer,TX,night,521,154,0,0,1,0
TXN108727,24.17,in_store,WA,afternoon,2022,55,0,0,1,0
TXN108728,44.0,in_store,OH,afternoon,2996,399,0,0,1,0
TXN108729,33.42,atm,WA,afternoon,1062,461,0,0,0,0
TXN108730,19.37,online,OH,night,3313,225,0,0,1,0
TXN108731,136.0,atm,IL,morning,3540,6,0,0,1,0
TXN108732,29.04,transfer,WA,evening,1950,19,0,0,1,0
TXN108733,60.54,atm,TX,morning,853,158,0,0,0,0
TXN108734,48.75,atm,OH,night,708,469,0,0,1,0
TXN108735,402.17,atm,IL,night,1908,339,0,0,0,0
TXN108736,49.61,transfer,NV,morning,815,78,0,1,1,0
TXN108737,8.34,online,FL,night,1863,408,0,0,0,0
TXN108738,9.41,atm,CA,morning,1021,365,0,0,1,0
TXN108739,89.34,transfer,IL,morning,140,0,0,0,1,0
TXN108740,91.47,in_store,TX,afternoon,2918,400,1,0,1,0
TXN108741,54.26,online,TX,night,2280,335,0,0,1,0
TXN108742,56.54,transfer,FL,night,1813,228,0,0,1,0
TXN108743,5.54,atm,FL,afternoon,1118,212,0,0,0,0
TXN108744,72.68,transfer,IL,afternoon,1768,282,0,0,1,1
TXN108745,70.27,online,MA,afternoon,1214,247,0,0,1,0
TXN108746,16.2,atm,FL,evening,2491,118,1,0,1,0
TXN108747,10.96,in_store,MA,night,1698,378,0,0,1,0
TXN108748,13.19,in_store,NV,morning,2767,226,1,0,1,0
TXN108749,10.65,in_store,TX,morning,1758,23,0,0,1,0
TXN108750,94.09,transfer,IL,morning,2343,189,0,0,1,0
TXN108751,21.88,online,FL,night,601,307,0,0,0,0
TXN108752,28.96,in_store,NV,evening,234,306,0,0,1,0
TXN108753,19.06,atm,IL,night,613,449,0,0,1,0
TXN108754,316.62,atm,OH,night,3257,56,0,0,1,0
TXN108755,192.84,atm,CA,night,2250,493,0,0,0,0
TXN108756,26.2,transfer,OH,night,337,310,0,1,1,0
TXN108757,39.69,online,NY,night,479,308,0,0,0,0
TXN108758,23.56,online,MA,evening,91,88,0,0,1,0
TXN108759,67.7,in_store,NY,afternoon,3474,274,1,0,0,0
TXN108760,1.98,online,GA,morning,1513,108,0,0,1,0
TXN108761,111.28,atm,NV,night,504,140,0,0,1,0
TXN108762,74.06,atm,MA,night,3482,284,0,0,0,0
TXN108763,228.91,transfer,NV,night,1625,479,0,0,1,0
TXN108764,17.96,atm,OH,morning,2163,389,0,0,1,0
TXN108765,163.02,online,WA,evening,1989,375,0,0,0,0
TXN108766,157.0,atm,MA,morning,3244,456,0,0,1,0
TXN108767,13.6,in_store,TX,evening,1060,243,0,0,1,0
TXN108768,50.84,transfer,NV,afternoon,2372,384,1,0,0,0
TXN108769,18.65,transfer,TX,night,2062,407,1,0,1,0
TXN108770,29.4,online,WA,evening,2816,73,0,0,0,0
TXN108771,30.55,atm,FL,morning,1572,354,0,1,0,0
TXN108772,81.25,atm,NV,evening,1705,261,1,1,1,0
TXN108773,53.0,online,NY,evening,555,175,0,1,1,0
TXN108774,295.14,online,NV,afternoon,63,403,1,1,0,0
TXN108775,13.51,in_store,FL,night,2829,229,0,0,0,0
TXN108776,363.79,online,OH,night,3430,75,0,0,1,0
TXN108777,26.22,atm,IL,morning,1885,322,0,0,1,0
TXN108778,148.23,in_store,NY,morning,2857,182,0,0,0,0
TXN108779,41.4,transfer,NY,afternoon,2715,273,1,0,0,0
TXN108780,15.44,atm,WA,evening,1087,276,0,0,1,0
TXN108781,195.11,transfer,OH,evening,2872,226,0,0,1,0
TXN108782,36.94,transfer,NY,morning,435,447,0,0,1,0
TXN108783,107.54,transfer,CA,night,1071,164,0,0,0,0
TXN108784,83.57,atm,TX,evening,3531,274,0,0,0,0
TXN108785,63.82,transfer,MA,afternoon,2505,216,0,0,1,0
TXN108786,68.48,atm,CA,morning,2991,311,0,0,0,1
TXN108787,131.77,transfer,IL,evening,322,189,0,0,0,0
TXN108788,9.19,online,NV,night,1956,17,0,0,0,0
TXN108789,110.32,online,OH,night,2657,231,0,0,1,0
TXN108790,226.16,atm,GA,afternoon,3181,413,0,0,1,0
TXN108791,5.95,transfer,GA,afternoon,3187,183,0,0,1,0
TXN108792,15.16,transfer,CA,morning,2125,105,0,0,1,0
TXN108793,126.1,transfer,NY,morning,1921,242,0,0,1,0
TXN108794,57.5,online,NV,night,2161,425,0,0,0,1
TXN108795,51.68,transfer,OH,night,636,52,0,0,1,0
TXN108796,14.73,transfer,FL,evening,2385,225,0,0,1,0
TXN108797,70.68,atm,NV,evening,2329,201,0,0,0,0
TXN108798,13.53,transfer,MA,evening,1534,85,0,1,1,0
TXN108799,64.74,online,WA,afternoon,209,49,0,0,1,0
TXN108800,144.23,transfer,OH,afternoon,1363,382,0,0,0,0
TXN108801,29.88,online,NV,evening,2503,259,0,0,1,0
TXN108802,65.54,online,OH,night,2077,318,0,0,1,0
TXN108803,483.03,in_store,FL,morning,3587,194,0,0,0,0
TXN108804,116.04,online,NY,afternoon,2116,368,0,0,0,0
TXN108805,184.11,in_store,IL,afternoon,3380,247,0,0,0,0
TXN108806,53.59,in_store,WA,evening,845,55,0,0,1,0
TXN108807,146.04,transfer,WA,morning,2702,176,0,0,1,0
TXN108808,4.14,in_store,NY,afternoon,405,475,0,0,0,0
TXN108809,13.11,atm,MA,morning,1982,149,0,0,1,0
TXN108810,22.7,online,GA,afternoon,2118,395,0,0,0,1
TXN108811,51.41,atm,IL,morning,1723,432,0,0,1,0
TXN108812,186.91,in_store,CA,morning,1771,12,0,1,1,0
TXN108813,42.51,transfer,CA,afternoon,2124,360,0,0,0,0
TXN108814,106.31,online,IL,morning,3585,288,0,0,1,0
TXN108815,123.55,atm,MA,night,214,430,0,0,1,0
TXN108816,88.23,transfer,MA,afternoon,101,63,0,0,1,0
TXN108817,44.2,in_store,FL,afternoon,2646,338,0,0,1,0
TXN108818,86.05,transfer,TX,night,1804,104,0,0,0,0
TXN108819,41.9,atm,NV,morning,603,400,0,0,1,0
TXN108820,8.76,transfer,MA,night,2419,238,0,0,0,0
TXN108821,493.42,atm,CA,afternoon,598,33,0,0,1,0
TXN108822,13.6,transfer,NY,night,993,323,0,0,1,0
TXN108823,7.51,online,CA,morning,1296,38,0,0,1,0
TXN108824,210.81,transfer,TX,night,2405,455,1,0,1,0
TXN108825,35.93,online,IL,afternoon,2047,224,0,0,0,0
TXN108826,105.07,atm,TX,morning,2035,128,0,0,1,0
TXN108827,39.9,online,OH,afternoon,182,132,0,0,1,0
TXN108828,49.67,transfer,NV,afternoon,1308,479,1,0,1,0
TXN108829,30.4,online,OH,evening,758,39,0,0,1,0
TXN108830,42.01,atm,FL,afternoon,1477,318,0,0,1,0
TXN108831,52.88,transfer,MA,afternoon,2309,384,0,0,1,0
TXN108832,127.45,online,FL,morning,1582,418,0,0,1,0
TXN108833,71.65,online,TX,morning,3597,469,0,0,0,0
TXN108834,287.47,in_store,OH,morning,205,220,0,0,0,0
TXN108835,4.28,online,NY,night,2628,400,0,0,1,0
TXN108836,69.93,in_store,NV,night,2075,93,0,0,1,0
TXN108837,87.76,atm,NY,morning,2220,98,0,0,1,0
TXN108838,252.82,in_store,NY,night,2094,59,0,0,1,0
TXN108839,5.04,atm,NY,evening,278,128,0,0,1,0
TXN108840,85.21,online,IL,night,3136,131,1,0,0,0
TXN108841,192.16,online,MA,evening,830,392,0,0,1,0
TXN108842,27.7,in_store,MA,morning,1029,300,0,0,1,0
TXN108843,208.98,atm,OH,morning,3076,415,0,0,1,0
TXN108844,1.92,online,NY,night,2223,68,0,0,1,0
TXN108845,131.85,in_store,WA,morning,955,13,0,0,1,0
TXN108846,270.48,in_store,NV,morning,2804,434,0,0,1,0
TXN108847,107.06,in_store,WA,afternoon,2242,473,0,1,1,0
TXN108848,57.81,online,FL,morning,1164,150,0,0,1,0
TXN108849,4.59,atm,OH,afternoon,676,173,0,0,0,0
TXN108850,252.72,online,NV,morning,3175,469,1,0,0,0
TXN108851,63.54,transfer,TX,evening,2745,410,0,0,1,0
TXN108852,2.94,transfer,OH,evening,383,344,0,0,0,0
TXN108853,117.06,online,FL,morning,1327,291,0,0,0,0
TXN108854,65.75,atm,FL,evening,972,195,0,0,1,0
TXN108855,13.28,in_store,FL,evening,1332,31,0,1,1,0
TXN108856,24.11,transfer,WA,evening,3132,72,0,0,1,0
TXN108857,6.67,transfer,MA,night,555,193,0,0,1,0
TXN108858,85.4,online,NV,evening,1588,425,0,0,0,0
TXN108859,97.29,transfer,TX,afternoon,539,49,0,0,1,0
TXN108860,70.47,transfer,GA,night,1567,56,0,0,1,0
TXN108861,169.88,in_store,GA,afternoon,207,486,0,0,1,0
TXN108862,197.33,in_store,NY,afternoon,2406,116,0,0,1,0
TXN108863,95.61,atm,IL,afternoon,830,191,0,0,1,0
TXN108864,1.28,transfer,OH,night,2765,429,0,0,0,0
TXN108865,118.82,atm,IL,morning,3273,216,0,0,1,0
TXN108866,54.13,atm,GA,evening,1449,110,0,0,1,0
TXN108867,83.37,in_store,GA,evening,967,457,0,0,0,0
TXN108868,104.72,in_store,CA,morning,3057,484,0,0,0,0
TXN108869,43.11,online,TX,morning,2050,88,0,0,1,0
TXN108870,249.01,in_store,CA,afternoon,2812,359,1,0,0,0
TXN108871,14.38,atm,NY,night,3136,309,0,1,1,0
TXN108872,111.33,transfer,CA,afternoon,2374,308,0,0,1,0
TXN108873,0.44,atm,OH,evening,3570,156,0,0,0,0
TXN108874,258.56,atm,WA,morning,2004,420,0,0,1,0
TXN108875,11.94,atm,NY,evening,1548,68,0,0,1,0
TXN108876,9.97,in_store,WA,morning,2699,269,0,0,1,0
TXN108877,40.5,atm,NY,night,1288,224,0,0,1,0
TXN108878,46.77,online,CA,afternoon,2986,410,0,0,1,0
TXN108879,24.12,transfer,GA,evening,3140,4,1,0,0,0
TXN108880,87.98,in_store,WA,night,1272,242,0,0,0,0
TXN108881,58.5,atm,NV,evening,1270,117,0,0,1,0
TXN108882,3.48,online,NY,morning,2783,171,0,0,1,0
TXN108883,38.52,transfer,IL,evening,1728,142,0,0,0,0
TXN108884,166.3,atm,MA,night,2705,322,0,1,1,0
TXN108885,117.02,transfer,NV,night,1893,256,0,0,0,0
TXN108886,129.05,in_store,NV,afternoon,2750,407,0,0,1,0
TXN108887,119.77,in_store,FL,evening,449,459,0,0,0,0
TXN108888,37.25,online,FL,morning,682,364,0,0,1,0
TXN108889,10.5,in_store,FL,evening,2901,317,0,0,1,0
TXN108890,31.81,online,TX,afternoon,3275,77,0,0,1,0
TXN108891,178.25,atm,GA,morning,2790,56,0,0,1,0
TXN108892,393.58,transfer,IL,morning,2944,489,1,0,1,1
TXN108893,68.09,in_store,MA,afternoon,843,19,0,1,0,0
TXN108894,0.97,transfer,OH,morning,897,441,0,1,0,0
TXN108895,15.09,transfer,WA,night,142,13,0,1,1,0
TXN108896,38.87,atm,NV,night,3017,205,0,0,0,0
TXN108897,86.41,atm,TX,morning,203,236,0,0,0,0
TXN108898,7.81,in_store,WA,evening,1040,180,0,0,1,0
TXN108899,287.1,atm,TX,morning,2151,290,0,0,1,0
TXN108900,45.43,transfer,CA,evening,666,445,0,0,1,0
TXN108901,243.71,online,TX,afternoon,1589,188,0,0,1,0
TXN108902,151.65,online,CA,night,61,146,0,0,1,0
TXN108903,140.83,online,CA,night,3355,339,0,0,0,0
TXN108904,93.32,in_store,OH,afternoon,526,41,0,0,1,0
TXN108905,98.56,atm,MA,afternoon,3214,427,0,0,0,0
TXN108906,101.61,atm,OH,night,2272,470,0,0,0,0
TXN108907,99.08,atm,TX,afternoon,557,353,0,0,1,0
TXN108908,80.68,atm,GA,morning,2518,0,0,0,1,0
TXN108909,429.87,transfer,CA,morning,1542,323,0,0,1,0
TXN108910,131.79,online,MA,evening,1550,103,0,0,0,0
TXN108911,150.03,transfer,TX,evening,2801,254,1,0,1,0
TXN108912,205.93,in_store,NV,evening,1673,208,0,0,0,0
TXN108913,24.29,online,MA,morning,53,217,0,0,1,0
TXN108914,8.75,online,NV,night,2367,77,0,0,1,0
TXN108915,65.95,transfer,CA,evening,2973,429,0,0,1,0
TXN108916,72.17,in_store,WA,morning,2385,50,0,0,1,0
TXN108917,176.72,in_store,IL,night,333,287,1,0,1,0
TXN108918,58.66,online,CA,afternoon,660,99,1,0,0,0
TXN108919,84.6,atm,FL,morning,1746,211,0,0,1,0
TXN108920,74.88,in_store,FL,afternoon,3028,463,0,1,0,0
TXN108921,3.9,transfer,GA,evening,67,498,0,0,1,0
TXN108922,95.51,in_store,MA,night,2463,402,0,0,1,0
